country_code,country_name,country_group,wjp_rol_2,vdem_core_v2x_pubcorr,vdem_core_v2x_execorr,vdem_core_v2lgcrrpt,wjp_rol_6_2,bs_bti_q12_1,rise_ee_1,rise_ee_2,rise_ee_3,rise_ee_4,rise_ee_5,rise_ee_6,rise_ee_7,rise_ee_8,rise_ee_9,rise_re_1,rise_re_2,rise_re_3,rise_re_4,rise_re_7,rise_ee_4_3,wb_gtmi_cgsi,wb_gtmi_gtei,wb_gtmi_psdi,wb_spi_census_and_survey_index,wb_spi_std_and_methods,vdem_core_v2clrspct,bs_bti_q15_1,vdem_core_v2stcritrecadm,vdem_core_v2peasjpol,vdem_core_v2peasjsoecon,wjp_rol_4_8,idea_gsod_v_22_16,oecd_epl_regular,oecd_epl_temporary,wb_wbl_labor,wb_aspire_coverage,wb_aspire_adequacy_benefits,vdem_core_v2juaccnt,bs_bti_q3_2,vdem_core_v2juhcind,wjp_rol_2_2,vdem_core_v2juncind,idea_gsod_v_21_05,wjp_rol_6_6,wjp_rol_4_3,wjp_rol_7_7,wjp_rol_7_1,wjp_rol_7_6,wjp_rol_7_5,wjp_rol_8_2,wjp_rol_8_1,wjp_rol_8_4,vdem_core_v2clacjstm,vdem_core_v2clacjstw,vdem_core_v2xcl_prpty,bs_bti_q7_2,wjp_rol_6,wb_lpi_lp_lpi_cust_xq,wb_gfdb_oi_01,wb_wbl_entrepreneurship,bs_bti_q8_2,wb_debt_transp_index,wb_gtmi_pfm_mis,wb_pefa_pi_2016_05,wb_pefa_pi_2016_07,wb_pefa_pi_2016_08,wb_pefa_pi_2016_10,wb_pefa_pi_2016_11,wb_pefa_pi_2016_12,wb_pefa_pi_2016_13,wb_pefa_pi_2016_14,wb_pefa_pi_2016_15,wb_pefa_pi_2016_16,wb_pefa_pi_2016_17,wb_pefa_pi_2016_18,wb_pefa_pi_2016_19,wb_pefa_pi_2016_20,wb_pefa_pi_2016_21,wb_pefa_pi_2016_22,wb_pefa_pi_2016_23,wb_pefa_pi_2016_24,wb_pefa_pi_2016_25,wb_pefa_pi_2016_26,wb_pefa_pi_2016_27,wb_pefa_pi_2016_28,wb_pefa_pi_2016_29,wb_pefa_pi_2016_30,bs_bti_si,wjp_rol_1,bs_bti_q3_1,vdem_core_v2xlg_legcon,bs_bti_q2_1,fh_fiw_pr_rating,vdem_core_v2pepwrses,vdem_core_v2pepwrsoc,vdem_core_v2pepwrgen,vdem_core_v2lgqugen,vdem_core_v2x_gender,vdem_core_v2peapspol,vdem_core_v2peapsecon,vdem_core_v2peapsgen,wdi_shstaanvczs,wdi_shstabrtczs,wdi_spregbrthzs,wdi_seprmenrltczs,wdi_sesecenrltczs,wdi_sepretcaqzs,wdi_seprmtcaqzs,wdi_sesectcaqzs,fh_fiw_cl_rating,bs_bti_q2_3,vdem_core_v2cacamps,rwb_pfi_index,vdem_core_v2x_cspart,vdem_core_v2cseeorgs,vdem_core_v2csreprss,vdem_core_v2dlengage,wjp_rol_4_7,vdem_core_v2clacfree,wjp_rol_4_5,wjp_rol_4_4,wjp_rol_4_6,vdem_core_v2cldiscm,vdem_core_v2cldiscw,wb_wbl_social,oecd_pmr_2018_1_1,oecd_pmr_2018_1_2,oecd_pmr_2018_1_3,oecd_pmr_2018_1_4,oecd_pmr_2018_2_1,oecd_pmr_2018_2_2,wjp_rol_3_2,wjp_rol_3_1,ibp_obs_obi,wjp_rol_3_4,wb_gtmi_dcei,wdi_nygdppcapppkd,log_gdp,vars_anticorruption_avg,vars_climate_avg,vars_digital_avg,vars_hrm_avg,vars_leg_avg,vars_mkt_avg,vars_pfm_avg,vars_pol_avg,vars_social_avg,vars_transp_avg
HRV,Croatia,0,0.5125,0.6853387259858442,0.8212896622313204,0.4605595667870036,0.5921607335010695,0.8125,1,1,0.75,0.75,0.6101449024991273,0.11111110687255853,0.4768518447875977,0.4722222264607747,0.8333333475249157,0.8666666666666667,0.791666641235352,0.49122808356034103,0.433333320617676,0.16666666666666669,1,NA,NA,NA,0.9003334,0.9299999999999999,0.537227886470102,0.75,0.3640397350993378,0.45791235059760954,0.7070813565278509,0.6674021348395016,0.7525773195876289,NA,NA,1,NA,NA,0.5049320506947625,0.6666666666666666,0.6077143676512762,0.6779291267873012,0.7103670711104284,0.67,0.59,0.649402039963171,0.600960512995873,0.7071458446006852,0.4046124075071795,0.2382427168065033,0.48081233716661675,0.5067559971312349,0.4462257496827388,0.6415942028985506,0.6824702828255226,0.9816574585635359,1,0.5211267605633804,0.5555555555555555,0.3983690614182794,1,0.6666666666666666,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7962599227323142,0.5179487179487179,0.7777777777777778,0.8631360332294912,0.8888888888888888,0.9666666666666667,0.6359825009114108,0.5566569817125278,0.746241600250039,0.5,0.94136460554371,0.6856627592425609,0.7326341389268886,0.7733292738620795,NA,0.998531571218796,NA,NA,NA,NA,NA,NA,0.8333333333333334,1,0.4598713366690494,0.704738278342843,0.7105981112277019,0.7203324611359089,0.6883842258707995,0.5695057506994093,0.7349396012864321,0.6261241970021414,0.7642453189802747,0.6342177646750913,0.5680462035477224,0.7812295719844359,0.7330785692448792,1,NA,NA,NA,NA,NA,NA,0.6028276086151187,0.558747967019052,NA,0.5831236698303135,NA,41135.0876255495,10.624616749795232,0.6143697377010475,0.6603578004307298,NA,0.56325226573898,0.5756371396757948,0.7427848060167919,NA,0.7446294268783222,0.7205402952500014,NA
CUW,Curaçao,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13198625573803852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27675.5721321424,10.228305430611293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP,Cyprus,0,0.6375000000000001,0.7957532861476238,0.7997952917093142,0.5345667870036102,0.6087069216047168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9003334,0.9099999999999999,0.6674841554147147,NA,0.614635761589404,0.801402390438247,0.7209629239149533,0.5565817795467183,0.8659793814432991,NA,NA,0.9047619047619077,NA,NA,0.6428156970529851,NA,0.6375394321766562,0.8752735526717818,0.716756258639226,1,0.7083333333333334,0.7135592321969144,0.634786686213236,0.692764256955712,0.5175034064378793,0.2592353124425261,0.7601268817296706,0.8239849251379693,0.7105349384525137,0.8019130434782609,0.833911736576035,0.8033149171270719,NA,0.6572769953051645,0.5185185185185185,0.25742784818982484,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6282051282051283,NA,0.7798546209761164,NA,1,0.8669340138534453,0.5829772688429329,0.7450851695577434,0.01,0.8957356076759062,0.849053201082056,0.7148806809545523,0.9007459278428984,NA,0.9897209985315714,1,NA,NA,1,1,1,1,NA,0.48020014295925667,0.7436120069461672,0.8709338929695698,0.8357395721102048,0.8215129660886912,0.6750388560770905,0.7261198085123203,0.7500927908636689,0.8871178778848463,0.6237473207987225,0.8323424009081324,0.7226459143968872,0.815499847141547,0.9617647058823524,NA,NA,NA,NA,NA,NA,0.5598133738915194,0.6449904929987157,NA,0.5557899530246381,NA,52190.875,10.862662950160837,0.675264457293053,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZE,Czechia,0,0.615,0.7656218402426693,0.7048106448311157,0.6371540312876054,0.8407350195968571,1,0.7111110941569013,1,0.791666641235352,0.875,0.2782608555467464,0.3333333333333333,0.9444444274902339,0.791666641235352,0.877976177044872,1,0.75,0.9342105263157895,0.25,1,1,NA,NA,NA,0.8937334,0.97,0.718462386332323,0.875,0.7278476821192054,0.8350597609561753,0.870216130732736,0.7097592662934277,0.8814432989690721,1,0.528812130403142,1,NA,NA,0.5331500992517942,0.9444444444444444,0.7466590192142243,0.8538167867894415,0.7880509906312395,1,0.7375,0.8364928739782872,0.7487010898453768,0.6314148188209844,0.577725850538522,0.47754664442159894,0.8015494505022323,0.6949926757880105,0.7886860131672123,0.8939130434782607,0.8681240606640251,0.932596685082873,0.9444444444444444,0.7295774647887324,0.5555555555555555,0.4360322983795954,1,0.8888888888888888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9261811314247514,0.717948717948718,1,0.9177570093457943,1,1,0.7547575647101714,0.7364894889762434,0.6332864510079701,0.01,0.9424307036247336,0.7677908025247973,0.7294421644626842,0.9476328208250875,NA,NA,1,NA,NA,NA,NA,NA,1,1,0.6254467476769121,0.7925576779955346,0.7846799580272823,0.797752808988764,0.928740217891668,0.6839291265153871,0.786351056708004,0.81610278372591,0.873574091708841,0.7542914864910094,0.7740577135983923,0.8852918287937743,0.9587282176704373,1,NA,NA,NA,NA,NA,NA,0.6508250683595891,0.709388861337356,NA,0.6489234972677596,NA,47509.5238443224,10.768685471910631,0.7126643071916495,0.7836043560224113,NA,0.8053171920280879,0.7601628153844503,0.7663677413752001,NA,0.7853500970034893,0.8413439822369948,NA
CIV,Côte d’Ivoire,0,0.245,0.4258847320525784,0.3336745138178096,0.4741576413959086,0.3954952100934941,0.1875,0.933333358764648,0.8333333333333333,0.45833332697550466,0.5416666666666666,0.3652173816125654,0.3333333333333333,0.5787037277221677,0.583333349227905,0.3869047684937108,0.4,0.472222220102946,0.16666666666666669,0.5555555534362793,0.01,0.8333333333333333,NA,NA,NA,0.7599334,0.52,0.5331771837971894,0.6875,0.37235099337748345,0.4422310756972111,0.5219820769636268,0.5318299174800305,0.6185567010309279,NA,NA,0.8857142857142853,NA,NA,0.4763475339746527,0.2222222222222222,0.43871522798967594,0.3117772276997381,0.4899093841191829,0.33,0.5250000000000001,0.31030650741583293,0.5288983386544692,0.3726933477555436,0.5280283521078725,0.568600445895498,0.5351459431123359,0.30212277539175525,0.5348970391300385,0.4874202898550724,0.5051509769094139,0.6596685082872927,0.3333333333333333,0.45352112676056344,NA,0.5806397744058438,0.85,0.6666666666666666,0.6872990353697749,NA,0.6666666666666666,0.5,0.16666666666666666,0.25,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.5,0.01,0.6666666666666666,0.5,0.25,0.5,0.4,0.01,NA,NA,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.16666666666666666,0.452755924111841,0.28461538461538466,0.3333333333333333,0.21889927310488058,0.5,0.4666666666666666,0.5637623040466643,0.550948555802427,0.5489607751211126,0.3,0.6891257995735608,0.7087105500450857,0.39091047271621826,0.498401583193789,NA,0.7650513950073422,NA,NA,NA,1,1,1,0.5,0.7222222222222222,0.43908506075768405,0.7024559662614734,0.7731374606505772,0.7617977528089888,0.6826147000153445,0.7250543985079266,0.5114743503135546,0.6648394004282655,0.7862356487687348,0.3130649916297536,0.10147047662103456,0.5959844357976654,0.6082543564659126,0.8764705882352962,NA,NA,NA,NA,NA,NA,0.42339881006661023,0.1304233645969947,NA,0.20858556226632158,NA,6511.75110282862,8.781363685641821,0.3748424194719581,0.47746481372931626,NA,0.5114482659671021,0.4392491536607826,NA,NA,0.4462789105796246,0.6102601130927772,NA
DNK,Denmark,0,0.9924999999999999,0.9991911021233569,1,1,0.9748982193957831,NA,0.8,1,1,0.875,0.6956521289154822,0.6,1,0.666666641235352,0.877976177044872,1,1,0.9868421052631579,0.8499999745686853,1,1,NA,NA,NA,0.9003334,1,0.8901350234224304,NA,0.8635761589403974,0.9805577689243028,0.968019680196802,0.9971214348235372,0.9896907216494846,0.5002108160622389,0.4058902720451727,1,NA,NA,0.9644220491678119,NA,0.904502437625466,0.9955390170250187,0.9984641376132698,1,0.915,0.9637092244600663,0.8275714967683835,0.8581611681990265,0.9169208108228339,0.743988679231005,0.9156556375620718,0.7699366711802642,0.9775369319974477,1,1,0.9655248618784529,NA,0.9915492957746479,0.9629629629629628,0.20114061155923593,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9948717948717949,NA,0.9908618899273105,NA,1,0.8129784907036092,1,0.9482731676824503,0.01,0.9963752665245204,0.9105500450856627,0.8481228150174799,0.9395646217080225,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0.8773981415296641,0.943636814686182,0.9899265477439664,0.9412036324457442,0.9058769372410618,0.9095741373950885,0.9957496679004776,0.8533904354032833,0.9048298801418199,0.995528186962388,0.99487752421714,0.9688715953307393,0.9386426169367168,1,NA,NA,NA,NA,NA,NA,0.8630296543588526,0.9356787138125744,NA,0.8888078803566293,NA,71454.520912778,11.176816455153064,0.993317864303828,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJI,Djibouti,0,NA,0.2994944388270981,0.27737973387922216,0.40860409145607707,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2198001,0.39,0.468448608432075,0.4375,0.3571192052980132,0.31824701195219124,0.20189773326304694,NA,0.4536082474226804,NA,NA,0.578754578754578,NA,NA,0.45020613834173157,0.2222222222222222,0.5027244049326068,NA,0.5103670711104284,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5365217391304348,0.515070364803935,0.5458563535911602,0.1111111111111111,NA,0.40740740740740744,0.01,1,0.3333333333333333,0.07154340836012858,NA,0.6666666666666666,0.01,0.16666666666666666,0.01,0.5,0.25,0.01,0.16666666666666666,0.01,0.01,0.01,0.5,0.25,0.5,0.6,0.01,0.5,0.01,0.6666666666666666,0.01,0.5,0.16666666666666666,0.3333333333333333,0.5,0.264764068990524,NA,0.2222222222222222,0.13084112149532712,0.3333333333333333,0.033333333333333326,0.44440393729493255,0.5547769612032132,0.743053602125332,1,0.6074626865671642,0.3426510369702435,0.35491716066271467,0.3030902724920079,NA,NA,NA,NA,0.06919647738687862,0.0564784002304077,0.660459976196289,0.7560494995117191,0.3333333333333333,0.2222222222222222,0.5150822015725518,0.17888861324733316,0.4407135362014691,0.5444051100507926,0.5305815559306429,0.48989741995648123,NA,0.510521056388294,NA,NA,NA,0.5496342412451362,0.48275756649342716,0.45955882352941246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6545.10334085365,8.786472467501802,NA,NA,NA,0.35664251178906525,NA,NA,NA,NA,NA,NA
DMA,Dominica,0,0.5499999999999999,NA,NA,NA,0.6255497461703001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1732665,0.31,NA,NA,NA,NA,NA,0.48094553902220166,NA,NA,NA,0.5164835164835188,NA,NA,NA,NA,NA,0.8614447768694252,NA,NA,0.5100000000000001,0.5940975971316385,0.46076319647349195,0.8434880115377682,0.14237715816581237,0.27218031859026337,0.4970510596791959,0.5258662369057211,0.7404286705883178,NA,NA,NA,NA,0.47323943661971835,NA,NA,0.75,NA,0.3569131832797427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45641025641025645,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.42970209598541276,0.6300323257446288,0.4486127948760985,1,NA,NA,NA,NA,NA,NA,NA,0.5801727019102453,NA,0.8059843240486675,0.5091810436827549,0.6019933045032084,NA,NA,0.9044117647058812,NA,NA,NA,NA,NA,NA,0.518131352379679,0.35584075411146343,NA,0.3992082254817371,NA,18278.2253401989,9.813465758249363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOM,Dominican Republic,0,0.28750000000000003,0.27724974721941353,0.4865916069600819,0.21425992779783393,0.5033727015910501,0.375,0.888888854980469,0.166666660308838,0.125,0.375,0.20869564663575166,0.22222221374511733,0.263888893127441,0.25,0.01,0.8,0.875,0.4254386098761305,0.533333320617676,0.16666666666666669,1,NA,NA,NA,0.7166667,0.69,0.4785340314136126,0.625,0.4987748344370861,0.28975298804780875,0.4895448954489544,0.49752605241862236,0.7989690721649485,NA,NA,0.9047619047619077,0.4217313432835821,0.17427799117939966,0.4314246449839671,0.4444444444444444,0.6051907083452824,0.41317984915247136,0.6853632314544618,0.33,0.3875,0.35046305676452716,0.3305610384509908,0.38852388678565,0.24921458334363095,0.2196790950150913,0.3942717024046704,0.30974715546436055,0.3955596065261135,0.4866376811594203,0.48596802841918296,0.8561325966850828,0.5555555555555556,0.31549295774647884,0.40740740740740744,0.2627888099701551,1,0.6666666666666666,NA,1,1,1,0.16666666666666666,0.5,0.5,0.25,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.16666666666666666,1,0.5,1,NA,0.6666666666666666,NA,NA,0.01,0.6666666666666666,0.5,NA,0.16666666666666666,0.630905657123757,0.3974358974358974,0.5555555555555556,0.19833852544132918,0.6666666666666666,0.6666666666666666,0.56875683558148,0.6353443855751154,0.5744022503516175,0.75,0.8654584221748401,0.5657348963029757,0.36570907432740535,0.5179479372811692,0.9709724238026125,0.9882525697503673,0.9171094580233794,NA,NA,0.5600148315429688,0.7242838668823243,0.5,0.6666666666666666,0.8888888888888888,0.6485203716940672,0.7307864053584717,0.9122770199370409,0.7976604586732339,0.8707073806966397,0.7506372396642835,0.66308894262379,0.7230264097073519,0.7238194862740944,0.6382657705482553,0.4942924107253345,0.8803112840466926,0.8754815041271783,0.9227941176470624,NA,NA,NA,NA,NA,NA,0.5600901345054161,0.3236970107322914,NA,0.5618001150417026,NA,23282.4895071054,10.055456833718395,0.3537947967136759,0.41786255412238066,NA,0.47632134986949237,0.4063369831008391,0.56622955456078,NA,0.591775532961175,0.7617015223299407,NA
EAS,East Asia & Pacific,1,0.4675,0.5606673407482305,0.5834186284544525,0.45231648616125153,0.5866927259922137,0.5,0.8185185241699218,0.75,0.625,0.4375,0.4391304297636499,0.27777777353922534,0.5625,0.7430555470784506,0.40736606417439236,0.6666666666666667,0.541666679382324,0.36184210526315785,0.4,0.1716666666666667,0.5,NA,NA,1,0.6625999,0.5,0.49847065307247174,0.5,0.6051986754966887,0.5875537848605576,0.524301528729573,0.535742872399575,0.7628865979381444,0.5671455014008974,0.2773999497672975,0.7472527472527495,0.44752238805970146,0.3003983496941244,0.5785768819667125,0.4444444444444444,0.6030255233725266,0.648100214499416,0.6327753033328214,0.67,0.4675,0.44786193701607296,0.48819452673489916,0.5193528033171083,0.5108584223455735,0.6759650218863601,0.6470254933162223,0.558049848946781,0.5535428775757746,0.5672898550724637,0.5827845334062031,0.7213259668508287,0.4444444444444444,0.5126760563380283,0.6666666666666665,0.5181681764048357,0.75,0.6666666666666666,0.49999999999999983,1,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.75,0.3333333333333333,0.25,0.3333333333333333,0.25,0.5833333333333333,0.5,0.75,0.5,0.4,0.01,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.01,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4832679199732598,0.5025641025641024,0.3888888888888889,0.6464174454828661,0.5555555555555556,0.8333333333333334,0.6427998541742618,0.5131772346607417,0.5774339740584467,0.01,0.7674840085287846,0.67190261496844,0.5098495212038303,0.6313441924189375,0.9564586357039188,0.9801762114537447,0.9867162592986185,NA,NA,0.9193842315673828,0.9411769409179687,0.913591232299805,0.7000000000000001,0.3888888888888889,0.6453895639742674,0.5761597618456957,0.6824763903462749,0.6979682930583346,0.6679453736381771,0.6111283804787069,0.47377172840630727,0.5349179157744468,0.67618741902026,0.49663406907003305,0.43107870426132566,0.611455252918288,0.6106236624885357,0.9227941176470624,NA,NA,NA,NA,NA,NA,0.555654617770623,0.44582893768515985,NA,0.46108225481737136,NA,NA,NA,0.5301190362712297,0.5126681535440285,NA,0.5431049284318582,0.5644322168960811,0.6022135517841339,0.40444444444444444,0.53826566520184,0.6079637201135378,NA
ECU,Ecuador,0,0.3075,0.4121334681496461,0.53510747185261,0.28595066185318896,0.43757046097777447,0.4375,1,0.5,0.5,0.625,0.626086939907255,0.4666666666666667,0.7222222137451171,0.916666641235352,0.2579365075986132,0.6666666666666667,0.5416666730244953,0.3815789473684211,0.5833333333333334,0.16666666666666669,1,NA,NA,NA,0.7833334,0.54,0.5037751446679526,0.4375,0.3777152317880795,0.6530677290836653,0.6211210683535406,0.475621927521153,0.7036082474226805,NA,NA,0.9963369963369935,0.3065074626865671,0.2577891591976099,0.38436402504199113,0.5555555555555556,0.5647261256094064,0.31273572834416685,0.6205498387344494,0.67,0.4675,0.3607290419046495,0.4977099365865054,0.5163410852713178,0.37523466114387116,0.41273288268968866,0.4427206047698095,0.205550063550346,0.319536974065219,0.4791304347826087,0.5219838775789043,0.8083977900552486,0.5555555555555556,0.4112676056338028,NA,0.5130925066423709,0.75,0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6633859592968664,0.4025641025641025,0.6666666666666666,0.7541017653167186,0.7777777777777778,0.7333333333333334,0.6983594604447685,0.5896427961032302,0.5665885294577278,0.75,0.8690831556503198,0.8178178539224528,0.47526979784161727,0.47520170497792663,NA,0.9750367107195302,0.8639744952178534,NA,NA,0.9139701385498046,0.8922249221801758,0.7549910125732421,0.6666666666666666,0.8888888888888888,0.36957827019299505,0.6325725626395434,0.6875131164742917,0.6719408957980607,0.528003682676078,0.6756294684488654,0.5541476575033272,0.6525339043540328,0.7051506963849384,0.5143136974102441,0.39669931642574646,0.8762645914396887,0.8782940996637115,1,NA,NA,NA,NA,NA,NA,0.47868569872225486,0.36014665547962305,NA,0.5619137187230372,NA,14343.0190134813,9.571018622921258,0.3956524125666439,0.5869994535132868,NA,0.5186358347786476,0.4533588726840288,NA,NA,0.679227595146501,0.6686373446854424,NA
EGY,"Egypt, Arab Rep.",0,0.28500000000000003,0.19575328614762386,0.4274309109518935,0.34750300842358606,0.32298971852263,0.375,0.8518518320719403,0.916666641235352,0.791666641235352,0.375,0.37391303355572175,0.01,0.4212963104248047,0.541666679382324,0.1612103154751855,0.8666666666666667,0.6944444529215494,0.6710526315789473,0.9333333333333332,0.8333333333333333,1,NA,NA,NA,0.7367333,0.6699999999999999,0.2673739322127308,0.375,0.23135761589403978,0.3287011952191235,0.3321736074503602,0.22247829653239967,0.35567010309278346,NA,NA,0.28937728937728935,NA,NA,0.4819056344480073,0.2777777777777778,0.6423860051620305,0.37645508307781067,0.5918292121025956,0.33,0.3475,0.22495531008517372,0.2556562602627953,0.32203749774652973,0.11350802963724531,0.21290319278002734,0.36907458359771,0.39683909716972504,0.40984021258247033,0.5366666666666666,0.5371225577264653,0.6837569060773481,0.4444444444444444,0.23943661971830985,0.4814814814814814,0.3851426738345441,0.9,0.4444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23031546050572424,0.11538461538461539,0.16666666666666666,0.1790238836967809,0.1111111111111111,0.16666666666666666,0.468647466277798,0.5796615963083235,0.3433974058446632,0.8,0.5155650319829425,0.5403065825067629,0.26912904696762424,0.45626427157862687,NA,0.9574155653450807,NA,NA,NA,0.7977069854736327,0.8346519215901693,0.8150979868570962,0.16666666666666666,0.2222222222222222,0.5094496068620444,0.30101711734061026,0.1565582371458552,0.28588579344312764,0.28264538898266073,0.40133664905191174,0.13272095411693358,0.214418272662384,0.21637809845923286,0.018172921443687807,0.18929813605157084,0.171828793774319,0.283124426780801,0.23750000000000004,NA,NA,NA,NA,NA,NA,0.017762363793995643,0.2817759922168912,NA,0.09346218004026458,NA,16691.387399222,9.722648140775691,0.3157353848091467,0.6135688669509068,NA,0.30692127015525084,0.37802688946017826,0.5223770209260213,NA,0.33422180949502656,0.23682645531275176,NA
SLV,El Salvador,0,0.2625,0.3278058645096056,0.3977482088024564,0.32430806257521055,0.5368748183658026,0.5,0.666666641235352,0.25,0.01,0.375,0.4173912932715033,0.8888888549804693,0.527777786254883,0.5,0.11904762107498794,0.6,0.458333320617676,0.25,0.633333320617676,1,0.01,NA,NA,NA,0.43266669999999996,0.6599999999999999,0.33210250757784515,0.5625,0.35827814569536426,0.16720318725099603,0.23929010718678614,0.393323259180966,0.6237113402061856,NA,NA,0.9047619047619077,0.850865671641791,0.3889600227628397,0.3230722247671401,0.5555555555555556,0.3412962431889877,0.41977558987339425,0.3909998464137613,0.2475,0.5075000000000001,0.22432901010235723,0.4105297549117527,0.5122945736434108,0.4169665320567636,0.36306875101408176,0.2580996672792091,0.058625540316394886,0.1910648054015018,0.2839420289855072,0.3273944527940976,0.6932596685082872,0.6666666666666666,0.428169014084507,0.33333333333333326,0.3130198022950564,1,0.6111111111111112,NA,1,0.6666666666666666,0.5,0.16666666666666666,0.25,0.5,0.25,1,0.3333333333333333,0.5,0.25,0.5,0.16666666666666666,0.01,0.5,0.6,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6456694308388069,0.36410256410256403,0.6111111111111112,0.342263759086189,0.8888888888888888,0.7666666666666666,0.5822457163689392,0.619518031105794,0.4027191748710736,0.5,0.6697228144989339,0.4353832281334536,0.22884936920504634,0.3979296696605267,NA,NA,NA,NA,NA,0.9799092102050779,0.9810043334960941,0.952666473388672,0.5333333333333333,0.7777777777777778,0.35971408148677625,0.6019598114611758,0.47408184679958026,0.6420193935662614,0.5299063986496855,0.3532794529064346,0.47395029292142954,0.5281370449678802,0.6638980946519896,0.49839865198156186,0.46725818746401043,0.565260700389105,0.5406909202078876,0.9227941176470624,NA,NA,NA,NA,NA,NA,0.5426527625944951,0.39107434889594406,NA,0.4650888697152718,NA,11424.6459176917,9.3435282233952055,0.369847390850615,0.45040242737828423,NA,0.3318747895421983,0.34305968095905387,0.5724080808146418,NA,0.5811734688671788,0.558278756638247,NA
